image_id,eventType,GazeEventDuration
C17,mouse_move,208
C14,mouse_move,575
C14,mouse_move,83
C14,mouse_move,92
C17,mouse_drag,425
C14,mouse_move,75
C14,mouse_move,183
C17,eye_tracker,358
C14,,183
C17,eye_tracker,275
C14,mouse_scroll,242
C17,mouse_move,200
C14,,250
C17,eye_tracker,242
C14,update_frame,67
C14,mouse_scroll,100
C14,update_frame,142
C17,mouse_move,325
C14,mouse_scroll,292
C17,eye_tracker,125
C14,,67
C14,mouse_scroll,92
C14,,108
C17,eye_tracker,383
C14,mouse_move,225
C17,eye_tracker,333
C14,mouse_move,233
C17,eye_tracker,275
C14,,192
C17,eye_tracker,225
C14,,175
C14,,167
C14,,67
C17,mouse_move,333
C17,eye_tracker,250
C14,mouse_scroll,283
C17,eye_tracker,225
C14,mouse_scroll,225
C14,mouse_move,225
C17,eye_tracker,242
C14,,142
C17,update_frame,233
C14,mouse_move,125
C17,eye_tracker,250
C17,eye_tracker,200
C14,mouse_move,267
C14,mouse_move,158
C17,eye_tracker,300
C14,mouse_scroll,217
C17,eye_tracker,342
C14,mouse_move,275
C17,eye_tracker,192
C14,,167
C17,eye_tracker,358
C14,mouse_scroll,317
C17,update_frame,283
C14,mouse_scroll,175
C14,mouse_scroll,175
C17,eye_tracker,475
C14,,92
C17,mouse_move,233
C17,mouse_move,100
C17,eye_tracker,158
C14,,367
C17,mouse_move,117
C14,,158
C17,mouse_move,192
C14,,83
C17,eye_tracker,117
C14,,75
C14,,167
C17,eye_tracker,233
C14,mouse_scroll,200
C17,mouse_move,192
C14,mouse_move,67
C17,eye_tracker,133
C10,eye_tracker,267
C14,mouse_move,75
C10,eye_tracker,267
C17,eye_tracker,317
C14,,100
C14,,100
C17,mouse_drag,308
C14,mouse_move,158
C14,mouse_move,158
C17,mouse_move,292
C17,eye_tracker,125
C14,mouse_enter,433
C17,eye_tracker,325
C17,eye_tracker,92
C14,mouse_move,483
C14,mouse_move,108
C17,mouse_drag,167
C14,mouse_move,325
C14,mouse_move,158
C17,mouse_move,358
C10,eye_tracker,208
C14,mouse_move,100
C17,mouse_move,433
C17,eye_tracker,125
C14,mouse_click,508
C10,mouse_move,225
C14,mouse_move,167
C17,mouse_move,342
C14,mouse_move,242
C10,eye_tracker,250
C14,mouse_move,175
C10,mouse_move,158
C14,,92
C17,mouse_move,542
C14,mouse_move,75
C10,eye_tracker,342
C14,mouse_move,383
C17,update_frame,592
C17,eye_tracker,125
C14,update_frame,200
C17,mouse_move,133
C14,update_frame,100
C17,mouse_move,183
C14,mouse_move,158
C17,mouse_move,192
C17,eye_tracker,125
C10,eye_tracker,1475
C14,eye_tracker,92
C10,eye_tracker,233
C17,eye_tracker,275
C10,eye_tracker,258
C17,mouse_drag,275
C10,eye_tracker,117
C17,eye_tracker,183
C17,update_frame,233
C17,eye_tracker,225
C17,update_frame,250
C10,eye_tracker,217
C17,eye_tracker,292
C17,mouse_move,217
C17,eye_tracker,350
C10,eye_tracker,167
C17,mouse_move,258
C17,mouse_move,200
C17,mouse_drag,317
C10,eye_tracker,117
C17,eye_tracker,308
C14,mouse_move,108
C17,mouse_dragend,333
C14,mouse_move,125
C14,eye_tracker,100
C17,mouse_move,275
C14,eye_tracker,208
C14,eye_tracker,133
C17,eye_tracker,325
C14,eye_tracker,67
C14,eye_tracker,83
C10,eye_tracker,1150
C14,eye_tracker,67
C14,eye_tracker,100
C17,mouse_move,475
C14,eye_tracker,233
C17,mouse_drag,200
C10,eye_tracker,692
C14,eye_tracker,250
C17,eye_tracker,250
C17,eye_tracker,150
C10,eye_tracker,325
C10,eye_tracker,67
C17,update_frame,125
C10,eye_tracker,150
C17,eye_tracker,250
C10,eye_tracker,175
C10,eye_tracker,92
C17,mouse_drag,67
C10,eye_tracker,117
C17,eye_tracker,325
C10,eye_tracker,283
C17,eye_tracker,208
C17,eye_tracker,125
C10,eye_tracker,458
C17,eye_tracker,292
C17,eye_tracker,133
C10,eye_tracker,483
C17,update_frame,83
C10,eye_tracker,383
C17,mouse_move,150
C10,eye_tracker,258
C17,eye_tracker,233
C17,eye_tracker,283
C10,eye_tracker,483
C10,eye_tracker,192
C17,eye_tracker,233
C17,eye_tracker,300
C10,eye_tracker,392
C10,eye_tracker,267
C17,eye_tracker,150
C10,eye_tracker,258
C17,eye_tracker,300
C10,eye_tracker,308
C10,eye_tracker,233
C17,eye_tracker,533
C10,eye_tracker,92
C17,eye_tracker,133
C10,eye_tracker,167
C17,eye_tracker,250
C17,eye_tracker,175
C10,eye_tracker,358
C17,eye_tracker,342
C10,eye_tracker,158
C17,eye_tracker,267
C10,eye_tracker,250
C42,eye_tracker,317
C10,eye_tracker,158
C17,update_frame,317
C17,eye_tracker,250
C10,eye_tracker,242
C17,mouse_move,275
C17,eye_tracker,225
C10,eye_tracker,542
C14,eye_tracker,192
C10,eye_tracker,225
C17,eye_tracker,225
C14,eye_tracker,142
C17,eye_tracker,158
C10,mouse_scroll,317
C17,eye_tracker,358
C10,eye_tracker,225
C10,eye_tracker,258
C17,eye_tracker,425
C10,eye_tracker,108
C10,update_frame,67
C10,mouse_move,67
C14,eye_tracker,208
C17,eye_tracker,408
C10,update_frame,317
C14,eye_tracker,200
C17,eye_tracker,317
C17,eye_tracker,267
C10,mouse_move,75
C17,mouse_move,158
C10,eye_tracker,75
C10,eye_tracker,133
C17,eye_tracker,267
C10,eye_tracker,258
C17,eye_tracker,175
C10,eye_tracker,392
C17,eye_tracker,475
C10,eye_tracker,158
C17,eye_tracker,258
C14,eye_tracker,150
C14,eye_tracker,125
C10,eye_tracker,467
C10,eye_tracker,125
C14,eye_tracker,225
C17,eye_tracker,583
C14,eye_tracker,158
C10,eye_tracker,208
C17,eye_tracker,175
C10,eye_tracker,108
C14,eye_tracker,250
C42,eye_tracker,225
C14,eye_tracker,142
C10,eye_tracker,300
C17,mouse_drag,458
C10,eye_tracker,158
C17,eye_tracker,150
C14,eye_tracker,125
C42,eye_tracker,400
C14,eye_tracker,183
C10,eye_tracker,225
C17,eye_tracker,292
C14,eye_tracker,158
C42,eye_tracker,325
C10,eye_tracker,225
C42,eye_tracker,150
C10,eye_tracker,142
C14,eye_tracker,258
C17,eye_tracker,458
C10,eye_tracker,183
C14,eye_tracker,175
C17,eye_tracker,233
C14,eye_tracker,150
C10,eye_tracker,283
C42,eye_tracker,500
C10,eye_tracker,100
C14,eye_tracker,175
C17,update_frame,333
C43,eye_tracker,133
C43,eye_tracker,167
C14,eye_tracker,350
C10,eye_tracker,83
C43,update_text,225
C17,eye_tracker,458
C10,eye_tracker,117
C14,eye_tracker,408
C10,eye_tracker,192
C17,eye_tracker,233
C14,eye_tracker,142
C14,eye_tracker,83
C17,mouse_dragend,283
C14,eye_tracker,117
C14,eye_tracker,92
C10,eye_tracker,617
C14,eye_tracker,158
C43,eye_tracker,258
C17,eye_tracker,242
C10,eye_tracker,117
C43,eye_tracker,125
C14,eye_tracker,158
C14,mouse_move,133
C42,mouse_move,175
C17,eye_tracker,333
C43,eye_tracker,300
C14,mouse_move,100
C10,eye_tracker,425
C17,eye_tracker,67
C42,eye_tracker,167
C43,eye_tracker,183
C14,eye_tracker,175
C10,eye_tracker,225
C14,mouse_move,175
C42,mouse_drag,383
C17,eye_tracker,283
C10,eye_tracker,275
C14,mouse_move,233
C42,mouse_move,292
C17,eye_tracker,275
C10,eye_tracker,233
C14,eye_tracker,108
C42,eye_tracker,108
C10,eye_tracker,192
C17,mouse_move,192
C10,eye_tracker,183
C14,eye_tracker,117
C14,eye_tracker,100
C42,mouse_drag,458
C10,eye_tracker,450
C14,eye_tracker,200
C14,eye_tracker,117
C10,eye_tracker,308
C42,mouse_move,258
C17,eye_tracker,1100
C42,update_frame,100
C14,eye_tracker,233
C14,eye_tracker,125
C17,eye_tracker,308
C10,eye_tracker,342
C14,eye_tracker,83
C42,mouse_move,492
C17,eye_tracker,442
C14,eye_tracker,233
C17,eye_tracker,175
C10,mouse_move,425
C14,update_frame,242
C42,mouse_move,408
C14,eye_tracker,175
C42,eye_tracker,142
C10,eye_tracker,317
C17,eye_tracker,400
C14,eye_tracker,167
C10,update_frame,133
C14,eye_tracker,175
C17,eye_tracker,300
C10,mouse_move,258
C42,eye_tracker,358
C10,eye_tracker,233
C17,mouse_drag,350
C14,eye_tracker,392
C42,eye_tracker,383
C10,eye_tracker,283
C14,eye_tracker,250
C42,mouse_move,217
C17,eye_tracker,275
C10,eye_tracker,308
C42,mouse_drag,242
C17,eye_tracker,183
C14,eye_tracker,392
C10,update_frame,292
C14,eye_tracker,133
C17,eye_tracker,192
C42,mouse_move,325
C2,mouse_move,500
C17,mouse_move,225
C10,eye_tracker,258
C14,eye_tracker,225
C17,mouse_move,167
C2,eye_tracker,292
C42,eye_tracker,308
C14,eye_tracker,200
C10,eye_tracker,217
C17,eye_tracker,242
C10,eye_tracker,183
C42,mouse_dragend,233
C14,eye_tracker,242
C17,eye_tracker,317
C10,mouse_move,100
C42,eye_tracker,233
C10,eye_tracker,167
C14,eye_tracker,300
C14,eye_tracker,108
C42,update_frame,250
C10,eye_tracker,192
C42,mouse_drag,83
C10,eye_tracker,100
C14,eye_tracker,200
C10,eye_tracker,142
C14,eye_tracker,133
C42,mouse_drag,133
C17,eye_tracker,892
C14,eye_tracker,108
C42,eye_tracker,183
C10,eye_tracker,275
C14,eye_tracker,258
C10,eye_tracker,125
C2,eye_tracker,1067
C14,eye_tracker,192
C10,eye_tracker,183
C42,update_frame,142
C2,eye_tracker,275
C42,mouse_drag,100
C10,eye_tracker,175
C14,eye_tracker,325
C43,mouse_move,150
C2,eye_tracker,267
C43,eye_tracker,158
C10,eye_tracker,167
C42,eye_tracker,158
C14,eye_tracker,283
C17,eye_tracker,1300
C10,eye_tracker,183
C43,eye_tracker,100
C42,eye_tracker,292
C10,eye_tracker,158
C43,eye_tracker,108
C14,eye_tracker,308
C42,eye_tracker,167
C2,eye_tracker,617
C10,eye_tracker,142
C14,eye_tracker,125
C43,mouse_drag,108
C17,mouse_move,500
C10,eye_tracker,108
C42,eye_tracker,217
C2,eye_tracker,242
C17,mouse_move,242
C43,mouse_move,450
C14,eye_tracker,592
C17,eye_tracker,275
C43,eye_tracker,308
C42,eye_tracker,542
C17,mouse_move,217
C43,eye_tracker,117
C43,update_frame,133
C17,eye_tracker,183
C43,update_frame,92
C42,eye_tracker,325
C17,eye_tracker,275
C14,mouse_move,908
C42,eye_tracker,233
C43,update_frame,75
C14,eye_tracker,175
C17,eye_tracker,108
C43,eye_tracker,67
C2,eye_tracker,492
C10,mouse_move,92
C42,mouse_move,308
C2,eye_tracker,142
C43,eye_tracker,92
C17,eye_tracker,233
C42,eye_tracker,83
C10,eye_tracker,117
C17,eye_tracker,275
C43,eye_tracker,350
C17,eye_tracker,325
C42,eye_tracker,400
C10,eye_tracker,267
C43,update_frame,333
C17,mouse_drag,200
C10,eye_tracker,233
C42,eye_tracker,383
C17,eye_tracker,200
C10,eye_tracker,183
C43,eye_tracker,233
C10,eye_tracker,192
C42,update_frame,325
C43,mouse_move,250
C17,eye_tracker,367
C20,eye_tracker,225
C10,eye_tracker,175
C2,eye_tracker,125
C43,update_frame,225
C20,eye_tracker,192
C17,eye_tracker,275
C10,eye_tracker,325
C43,mouse_scroll,192
C20,eye_tracker,200
C42,mouse_drag,792
C43,mouse_move,250
C2,eye_tracker,342
C17,eye_tracker,242
C10,eye_tracker,167
C43,eye_tracker,183
C10,eye_tracker,192
C43,eye_tracker,117
C17,update_frame,258
C2,eye_tracker,342
C2,eye_tracker,108
C43,eye_tracker,208
C17,eye_tracker,408
C42,eye_tracker,117
C10,eye_tracker,583
C43,eye_tracker,333
C42,eye_tracker,67
C17,eye_tracker,192
C2,eye_tracker,558
C42,eye_tracker,117
C43,eye_tracker,250
C17,eye_tracker,208
C43,eye_tracker,100
C10,eye_tracker,383
C2,eye_tracker,308
C42,eye_tracker,242
C43,eye_tracker,208
C17,update_frame,283
C10,eye_tracker,350
C42,mouse_drag,183
C10,eye_tracker,125
C17,eye_tracker,267
C2,eye_tracker,617
C43,mouse_move,533
C42,eye_tracker,225
C10,eye_tracker,175
C10,eye_tracker,150
C2,eye_tracker,325
C42,eye_tracker,183
C17,eye_tracker,317
C43,update_frame,408
C10,eye_tracker,217
C42,eye_tracker,208
C43,mouse_drag,108
C2,eye_tracker,225
C17,eye_tracker,183
C10,eye_tracker,217
C2,eye_tracker,233
C17,eye_tracker,167
C42,eye_tracker,100
C10,eye_tracker,192
C43,eye_tracker,292
C42,mouse_move,75
C43,mouse_drag,150
C42,update_frame,117
C17,eye_tracker,217
C10,eye_tracker,200
C23,eye_tracker,158
C42,eye_tracker,108
C2,eye_tracker,483
C10,eye_tracker,225
C17,mouse_drag,350
C23,eye_tracker,200
C43,mouse_move,433
C42,mouse_drag,317
C10,eye_tracker,250
C2,eye_tracker,417
C43,eye_tracker,225
C42,mouse_drag,83
C17,eye_tracker,292
C43,eye_tracker,158
C43,eye_tracker,67
C10,eye_tracker,350
C17,mouse_move,267
C2,eye_tracker,425
C43,mouse_scroll,75
C2,eye_tracker,92
C42,eye_tracker,517
C43,eye_tracker,167
C10,eye_tracker,383
C17,eye_tracker,267
C2,eye_tracker,150
C10,eye_tracker,92
C42,mouse_move,150
C14,eye_tracker,142
C10,eye_tracker,125
C2,eye_tracker,267
C10,eye_tracker,100
C23,eye_tracker,258
C14,eye_tracker,258
C43,eye_tracker,475
C42,mouse_move,300
C17,eye_tracker,558
C23,mouse_move,283
C10,eye_tracker,275
C2,eye_tracker,442
C42,eye_tracker,167
C14,eye_tracker,258
C10,eye_tracker,167
C43,eye_tracker,342
C17,eye_tracker,275
C10,eye_tracker,100
C2,eye_tracker,358
C43,eye_tracker,158
C23,eye_tracker,500
C14,eye_tracker,317
C17,eye_tracker,200
C42,eye_tracker,400
C10,eye_tracker,158
C43,eye_tracker,225
C42,eye_tracker,217
C10,eye_tracker,75
C17,eye_tracker,150
C23,update_frame,325
C14,eye_tracker,408
C42,eye_tracker,175
C20,eye_tracker,267
C10,eye_tracker,133
C17,eye_tracker,167
C2,eye_tracker,367
C23,eye_tracker,358
C14,eye_tracker,83
C42,eye_tracker,275
C20,eye_tracker,233
C10,eye_tracker,208
C2,eye_tracker,158
C10,eye_tracker,83
C17,eye_tracker,242
C23,eye_tracker,300
C42,eye_tracker,200
C2,eye_tracker,125
C20,eye_tracker,183
C14,eye_tracker,267
C43,eye_tracker,992
C17,eye_tracker,200
C42,eye_tracker,275
C10,eye_tracker,158
C14,eye_tracker,283
C43,mouse_scroll,275
C23,eye_tracker,425
C10,eye_tracker,167
C10,eye_tracker,75
C17,eye_tracker,367
C42,eye_tracker,267
C23,eye_tracker,267
C50,eye_tracker,492
C10,eye_tracker,125
C23,eye_tracker,125
C17,eye_tracker,192
C50,eye_tracker,158
C14,eye_tracker,608
C42,update_frame,308
C17,eye_tracker,75
C10,eye_tracker,75
C14,eye_tracker,142
C12,eye_tracker,200
C17,eye_tracker,158
C43,eye_tracker,933
C10,eye_tracker,333
C43,mouse_drag,150
C17,eye_tracker,142
C42,eye_tracker,175
C14,eye_tracker,342
C10,eye_tracker,83
C12,eye_tracker,467
C14,eye_tracker,200
C17,mouse_drag,225
C23,eye_tracker,867
C42,eye_tracker,242
C2,eye_tracker,325
C2,eye_tracker,75
C42,update_frame,208
C14,eye_tracker,258
C23,eye_tracker,133
C20,eye_tracker,133
C10,eye_tracker,458
C2,mouse_move,200
C23,eye_tracker,183
C10,eye_tracker,108
C14,eye_tracker,258
C17,mouse_move,375
C14,eye_tracker,83
C42,eye_tracker,442
C20,eye_tracker,433
C10,eye_tracker,292
C42,mouse_drag,142
C2,eye_tracker,375
C23,eye_tracker,375
C17,eye_tracker,325
C42,eye_tracker,83
C10,eye_tracker,158
C2,eye_tracker,125
C43,eye_tracker,1408
C20,eye_tracker,258
C10,eye_tracker,175
C23,eye_tracker,392
C43,mouse_drag,217
C20,eye_tracker,275
C42,update_frame,392
C10,eye_tracker,242
C14,eye_tracker,258
C17,eye_tracker,367
C23,eye_tracker,217
C12,eye_tracker,1692
C20,eye_tracker,175
C12,eye_tracker,67
C10,eye_tracker,167
C42,eye_tracker,100
C23,eye_tracker,167
C43,eye_tracker,450
C12,eye_tracker,142
C42,eye_tracker,125
C10,eye_tracker,242
C43,eye_tracker,175
C20,eye_tracker,383
C23,eye_tracker,283
C42,mouse_move,242
C43,update_frame,167
C10,eye_tracker,225
C17,eye_tracker,442
C50,eye_tracker,258
C20,eye_tracker,383
C43,update_frame,158
C42,mouse_move,258
C20,eye_tracker,158
C17,eye_tracker,350
C2,eye_tracker,292
C50,eye_tracker,167
C42,eye_tracker,83
C43,eye_tracker,217
C23,eye_tracker,642
C20,eye_tracker,158
C10,eye_tracker,583
C17,eye_tracker,192
C12,eye_tracker,1133
C20,eye_tracker,175
C43,eye_tracker,208
C42,eye_tracker,392
C2,mouse_move,400
C17,eye_tracker,225
C12,eye_tracker,108
C23,eye_tracker,350
C50,eye_tracker,383
C43,eye_tracker,117
C2,eye_tracker,117
C12,,83
C17,mouse_move,208
C2,eye_tracker,133
C43,eye_tracker,242
C42,eye_tracker,358
C50,eye_tracker,267
C23,eye_tracker,283
C12,mouse_move,192
C14,eye_tracker,300
C17,mouse_move,242
C14,eye_tracker,100
C12,eye_tracker,133
C42,eye_tracker,233
C17,update_frame,133
C50,eye_tracker,283
C43,eye_tracker,292
C20,eye_tracker,567
C12,update_frame,92
C23,eye_tracker,358
C2,eye_tracker,450
C12,update_frame,92
C43,eye_tracker,83
C17,eye_tracker,167
C2,eye_tracker,150
C42,mouse_scroll,317
C12,eye_tracker,100
C50,eye_tracker,200
C23,eye_tracker,283
C43,eye_tracker,167
C14,eye_tracker,142
C12,mouse_move,108
C42,eye_tracker,192
C12,eye_tracker,75
C14,eye_tracker,100
C50,eye_tracker,317
C43,mouse_move,217
C2,eye_tracker,483
C14,eye_tracker,150
C17,eye_tracker,108
C42,eye_tracker,300
C23,eye_tracker,492
C14,eye_tracker,67
C20,eye_tracker,583
C43,eye_tracker,258
C42,eye_tracker,133
C50,eye_tracker,367
C17,mouse_drag,233
C2,eye_tracker,225
C20,eye_tracker,300
C23,eye_tracker,342
C12,update_frame,317
C43,update_frame,325
C42,eye_tracker,292
C17,mouse_drag,83
C2,eye_tracker,217
C50,eye_tracker,333
C23,eye_tracker,242
C17,mouse_drag,175
C20,eye_tracker,350
C2,eye_tracker,175
C14,eye_tracker,108
C42,eye_tracker,308
C50,eye_tracker,300
C43,eye_tracker,383
C12,mouse_dragend,400
C10,eye_tracker,125
C17,eye_tracker,333
