Index,ImageType,Year,Coder1,Coder2,Consistency,BinSize,Position,XCoord,YCoord
751,Line,2000,Line,Line,green,25,67,78,4
752,Line,2000,Line,Line,green,25,67,79,4
753,Line,2000,Line,Line,green,25,67,80,4
754,Line,2000,Line,Line,green,25,67,81,4
755,Line,2000,Line,Line,green,25,67,82,4
756,Line,2000,Line,Line,green,25,67,83,4
757,Line,2000,Line,Line,green,25,67,84,4
758,Line,2000,Line,Line,green,25,67,85,4
759,Line,2000,Line,Line,green,25,67,86,4
760,Line,2000,Line,Line,green,25,67,87,4
761,Line,2000,Line,Line,green,25,67,88,4
762,Line,2000,Line,Line,green,25,67,89,4
763,Line,2000,Line,Line,green,25,67,90,4
764,Line,2000,Line,Line,green,25,67,91,4
765,Line,2000,Line,Line,green,25,67,92,4
766,Line,2000,Line,Line,green,25,67,68,5
767,Line,2000,Line,Line,green,25,67,69,5
768,Line,2000,Line,Line,green,25,67,70,5
769,Line,2000,Line,Line,green,25,67,71,5
770,Line,2000,Line,Line,green,25,67,72,5
771,Line,2000,Line,Line,green,25,67,73,5
772,Line,2000,Line,Line,green,25,67,74,5
773,Line,2000,Line,Line,green,25,67,75,5
774,Line,2000,Line,Line,green,25,67,76,5
775,Line,2000,Line,Line,green,25,67,77,5
776,Line,2000,Line,Line,green,25,67,78,5
777,Line,2000,Line,Line,green,25,67,79,5
778,Line,2000,Line,Line,green,25,67,80,5
779,Line,2000,Line,Line,green,25,67,81,5
780,Line,2000,Line,Line,green,25,67,82,5
781,Line,2000,Line,Line,green,25,67,83,5
782,Line,2000,Line,Line,green,25,67,84,5
783,Line,2000,Line,Line,green,25,67,85,5
784,Line,2000,Line,Line,green,25,67,86,5
785,Line,2000,Line,Line,green,25,67,87,5
786,Line,2000,Line,Line,green,25,67,88,5
787,Line,2000,Line,Line,green,25,67,89,5
788,Line,2000,Line,Line,green,25,67,90,5
789,Line,2000,Line,Line,green,25,67,91,5
790,Line,2000,Line,Line,green,25,67,92,5
791,Line,2005,Line,Glyph,red,25,67,68,6
792,Line,2005,Line,Surface/Volume,red,25,67,69,6
793,Line,2005,Line,Pattern,red,25,67,70,6
794,Line,2005,Line,Surface/Volume,red,25,67,71,6
795,Line,2005,Line,Node-link,red,25,67,72,6
796,Line,2005,Line,Area,red,25,67,73,6
797,Line,2005,Line,Area,red,25,67,74,6
798,Line,2005,Line,Line,green,25,67,75,6
799,Line,2005,Line,Line,green,25,67,76,6
800,Line,2005,Line,Line,green,25,67,77,6
801,Line,2005,Line,Line,green,25,67,78,6
802,Line,2005,Line,Line,green,25,67,79,6
803,Line,2005,Line,Line,green,25,67,80,6
804,Line,2005,Line,Line,green,25,67,81,6
805,Line,2005,Line,Line,green,25,67,82,6
806,Line,2005,Line,Line,green,25,67,83,6
807,Line,2005,Line,Line,green,25,67,84,6
808,Line,2005,Line,Line,green,25,67,85,6
809,Line,2005,Line,Line,green,25,67,86,6
810,Line,2005,Line,Line,green,25,67,87,6
811,Line,2005,Line,Line,green,25,67,88,6
812,Line,2005,Line,Line,green,25,67,89,6
813,Line,2005,Line,Line,green,25,67,90,6
814,Line,2005,Line,Line,green,25,67,91,6
815,Line,2005,Line,Line,green,25,67,92,6
816,Line,2005,Line,Line,green,25,67,68,7
817,Line,2005,Line,Line,green,25,67,69,7
818,Line,2005,Line,Line,green,25,67,70,7
819,Line,2005,Line,Line,green,25,67,71,7
820,Line,2005,Line,Line,green,25,67,72,7
821,Line,2005,Line,Line,green,25,67,73,7
822,Line,2005,Line,Line,green,25,67,74,7
823,Line,2005,Line,Line,green,25,67,75,7
824,Line,2005,Line,Line,green,25,67,76,7
825,Line,2005,Line,Line,green,25,67,77,7
826,Line,2005,Line,Line,green,25,67,78,7
827,Line,2005,Line,Line,green,25,67,79,7
828,Line,2005,Line,Line,green,25,67,80,7
829,Line,2005,Line,Line,green,25,67,81,7
830,Line,2005,Line,Line,green,25,67,82,7
831,Line,2005,Line,Line,green,25,67,83,7
832,Line,2005,Line,Line,green,25,67,84,7
833,Line,2005,Line,Line,green,25,67,85,7
834,Line,2005,Line,Line,green,25,67,86,7
835,Line,2005,Line,Line,green,25,67,87,7
836,Line,2005,Line,Line,green,25,67,88,7
837,Line,2005,Line,Line,green,25,67,89,7
838,Line,2005,Line,Line,green,25,67,90,7
839,Line,2005,Line,Line,green,25,67,91,7
840,Line,2005,Line,Line,green,25,67,92,7
841,Line,2005,Line,Line,green,25,67,68,8
842,Line,2005,Line,Line,green,25,67,69,8
843,Line,2005,Line,Line,green,25,67,70,8
844,Line,2005,Line,Line,green,25,67,71,8
845,Line,2005,Line,Line,green,25,67,72,8
846,Line,2005,Line,Line,green,25,67,73,8
847,Line,2005,Line,Line,green,25,67,74,8
848,Line,2005,Line,Line,green,25,67,75,8
849,Line,2005,Line,Line,green,25,67,76,8
850,Line,2005,Line,Line,green,25,67,77,8
851,Line,2005,Line,Line,green,25,67,78,8
852,Line,2005,Line,Line,green,25,67,79,8
853,Line,2005,Line,Line,green,25,67,80,8
854,Line,2005,Line,Line,green,25,67,81,8
855,Line,2005,Line,Line,green,25,67,82,8
856,Line,2005,Line,Line,green,25,67,83,8
857,Line,2005,Line,Line,green,25,67,84,8
858,Line,2005,Line,Line,green,25,67,85,8
859,Line,2005,Line,Line,green,25,67,86,8
860,Line,2005,Line,Line,green,25,67,87,8
861,Line,2005,Line,Line,green,25,67,88,8
862,Line,2005,Line,Line,green,25,67,89,8
863,Line,2005,Line,Line,green,25,67,90,8
864,Line,2005,Line,Line,green,25,67,91,8
865,Line,2005,Line,Line,green,25,67,92,8
866,Line,2005,Line,Line,green,25,67,68,9
867,Line,2005,Line,Line,green,25,67,69,9
868,Line,2005,Line,Line,green,25,67,70,9
869,Line,2005,Line,Line,green,25,67,71,9
870,Line,2005,Line,Line,green,25,67,72,9
871,Line,2005,Line,Line,green,25,67,73,9
872,Line,2005,Line,Line,green,25,67,74,9
873,Line,2005,Line,Line,green,25,67,75,9
874,Line,2005,Line,Line,green,25,67,76,9
875,Line,2005,Line,Line,green,25,67,77,9
876,Line,2005,Line,Line,green,25,67,78,9
877,Line,2005,Line,Line,green,25,67,79,9
878,Line,2005,Line,Line,green,25,67,80,9
879,Line,2010,Line,Area,red,25,67,81,9
880,Line,2010,Line,Node-link,red,25,67,82,9
881,Line,2010,Line,Node-link,red,25,67,83,9
882,Line,2010,Line,Surface/Volume,red,25,67,84,9
883,Line,2010,Line,Node-link,red,25,67,85,9
884,Line,2010,Line,Node-link,red,25,67,86,9
885,Line,2010,Line,Node-link,red,25,67,87,9
886,Line,2010,Line,Point,red,25,67,88,9
887,Line,2010,Line,Line,green,25,67,89,9
888,Line,2010,Line,Line,green,25,67,90,9
889,Line,2010,Line,Line,green,25,67,91,9
890,Line,2010,Line,Line,green,25,67,92,9
891,Line,2010,Line,Line,green,25,67,68,10
892,Line,2010,Line,Line,green,25,67,69,10
893,Line,2010,Line,Line,green,25,67,70,10
894,Line,2010,Line,Line,green,25,67,71,10
895,Line,2010,Line,Line,green,25,67,72,10
896,Line,2010,Line,Line,green,25,67,73,10
897,Line,2010,Line,Line,green,25,67,74,10
898,Line,2010,Line,Line,green,25,67,75,10
899,Line,2010,Line,Line,green,25,67,76,10
900,Line,2010,Line,Line,green,25,67,77,10
901,Line,2010,Line,Line,green,25,67,78,10
902,Line,2010,Line,Line,green,25,67,79,10
903,Line,2010,Line,Line,green,25,67,80,10
904,Line,2010,Line,Line,green,25,67,81,10
905,Line,2010,Line,Line,green,25,67,82,10
906,Line,2010,Line,Line,green,25,67,83,10
907,Line,2010,Line,Line,green,25,67,84,10
908,Line,2010,Line,Line,green,25,67,85,10
909,Line,2010,Line,Line,green,25,67,86,10
910,Line,2010,Line,Line,green,25,67,87,10
911,Line,2010,Line,Line,green,25,67,88,10
912,Line,2010,Line,Line,green,25,67,89,10
913,Line,2010,Line,Line,green,25,67,90,10
914,Line,2010,Line,Line,green,25,67,91,10
915,Line,2010,Line,Line,green,25,67,92,10
916,Line,2010,Line,Line,green,25,67,68,11
917,Line,2010,Line,Line,green,25,67,69,11
918,Line,2010,Line,Line,green,25,67,70,11
919,Line,2010,Line,Line,green,25,67,71,11
920,Line,2010,Line,Line,green,25,67,72,11
921,Line,2010,Line,Line,green,25,67,73,11
922,Line,2010,Line,Line,green,25,67,74,11
923,Line,2010,Line,Line,green,25,67,75,11
924,Line,2010,Line,Line,green,25,67,76,11
925,Line,2010,Line,Line,green,25,67,77,11
926,Line,2010,Line,Line,green,25,67,78,11
927,Line,2010,Line,Line,green,25,67,79,11
928,Line,2010,Line,Line,green,25,67,80,11
929,Line,2010,Line,Line,green,25,67,81,11
930,Line,2010,Line,Line,green,25,67,82,11
931,Line,2010,Line,Line,green,25,67,83,11
932,Line,2010,Line,Line,green,25,67,84,11
933,Line,2010,Line,Line,green,25,67,85,11
934,Line,2010,Line,Line,green,25,67,86,11
935,Line,2010,Line,Line,green,25,67,87,11
936,Line,2010,Line,Line,green,25,67,88,11
937,Line,2010,Line,Line,green,25,67,89,11
938,Line,2010,Line,Line,green,25,67,90,11
939,Line,2010,Line,Line,green,25,67,91,11
940,Line,2010,Line,Line,green,25,67,92,11
941,Line,2010,Line,Line,green,25,67,68,12
942,Line,2010,Line,Line,green,25,67,69,12
943,Line,2010,Line,Line,green,25,67,70,12
944,Line,2010,Line,Line,green,25,67,71,12
945,Line,2010,Line,Line,green,25,67,72,12
946,Line,2010,Line,Line,green,25,67,73,12
947,Line,2010,Line,Line,green,25,67,74,12
948,Line,2010,Line,Line,green,25,67,75,12
949,Line,2010,Line,Line,green,25,67,76,12
950,Line,2015,Line,Node-link,red,25,67,77,12
951,Line,2015,Line,Node-link,red,25,67,78,12
952,Line,2015,Line,Node-link,red,25,67,79,12
953,Line,2015,Line,Line,green,25,67,80,12
954,Line,2015,Line,Line,green,25,67,81,12
955,Line,2015,Line,Line,green,25,67,82,12
956,Line,2015,Line,Line,green,25,67,83,12
957,Line,2015,Line,Line,green,25,67,84,12
958,Line,2015,Line,Line,green,25,67,85,12
959,Line,2015,Line,Line,green,25,67,86,12
960,Line,2015,Line,Line,green,25,67,87,12
961,Line,2015,Line,Line,green,25,67,88,12
962,Line,2015,Line,Line,green,25,67,89,12
963,Line,2015,Line,Line,green,25,67,90,12
964,Line,2015,Line,Line,green,25,67,91,12
965,Line,2015,Line,Line,green,25,67,92,12
966,Line,2015,Line,Line,green,25,67,68,13
967,Line,2015,Line,Line,green,25,67,69,13
968,Line,2015,Line,Line,green,25,67,70,13
969,Line,2015,Line,Line,green,25,67,71,13
970,Line,2015,Line,Line,green,25,67,72,13
971,Line,2015,Line,Line,green,25,67,73,13
972,Line,2015,Line,Line,green,25,67,74,13
973,Line,2015,Line,Line,green,25,67,75,13
974,Line,2015,Line,Line,green,25,67,76,13
975,Line,2015,Line,Line,green,25,67,77,13
976,Line,2015,Line,Line,green,25,67,78,13
977,Line,2015,Line,Line,green,25,67,79,13
978,Line,2015,Line,Line,green,25,67,80,13
979,Line,2015,Line,Line,green,25,67,81,13
980,Line,2015,Line,Line,green,25,67,82,13
981,Line,2015,Line,Line,green,25,67,83,13
982,Line,2015,Line,Line,green,25,67,84,13
983,Line,2015,Line,Line,green,25,67,85,13
984,Line,2015,Line,Line,green,25,67,86,13
985,Line,2015,Line,Line,green,25,67,87,13
986,Line,2015,Line,Line,green,25,67,88,13
987,Line,2015,Line,Line,green,25,67,89,13
988,Line,2015,Line,Line,green,25,67,90,13
989,Line,2015,Line,Line,green,25,67,91,13
990,Line,2015,Line,Line,green,25,67,92,13
991,Line,2015,Line,Line,green,25,67,68,14
992,Line,2015,Line,Line,green,25,67,69,14
993,Line,2015,Line,Line,green,25,67,70,14
994,Line,2015,Line,Line,green,25,67,71,14
995,Line,2015,Line,Line,green,25,67,72,14
996,Line,2015,Line,Line,green,25,67,73,14
997,Line,2015,Line,Line,green,25,67,74,14
998,Line,2015,Line,Line,green,25,67,75,14
999,Line,2015,Line,Line,green,25,67,76,14
1000,Line,2015,Line,Line,green,25,67,77,14
1001,Line,2015,Line,Line,green,25,67,78,14
1002,Line,2015,Line,Line,green,25,67,79,14
1003,Line,2015,Line,Line,green,25,67,80,14
1004,Line,2015,Line,Line,green,25,67,81,14
1005,Line,2015,Line,Line,green,25,67,82,14
1006,Line,2015,Line,Line,green,25,67,83,14
1007,Line,2015,Line,Line,green,25,67,84,14
1008,Line,2015,Line,Line,green,25,67,85,14
1009,Line,2015,Line,Line,green,25,67,86,14
1010,Line,2015,Line,Line,green,25,67,87,14
1011,Line,2015,Line,Line,green,25,67,88,14
1012,Line,2015,Line,Line,green,25,67,89,14
1013,Line,2015,Line,Line,green,25,67,90,14
1014,Line,2015,Line,Line,green,25,67,91,14
1015,Line,2015,Line,Line,green,25,67,92,14
1016,Line,2015,Line,Line,green,25,67,68,15
1017,Line,2015,Line,Line,green,25,67,69,15
1018,Line,2015,Line,Line,green,25,67,70,15
1019,Line,2015,Line,Line,green,25,67,71,15
1020,Line,2015,Line,Line,green,25,67,72,15
1021,Line,2020,Line,Area,red,25,67,73,15
1022,Line,2020,Line,Bar,red,25,67,74,15
1023,Line,2020,Line,Surface/Volume,red,25,67,75,15
1024,Line,2020,Line,Surface/Volume,red,25,67,76,15
1025,Line,2020,Line,Surface/Volume,red,25,67,77,15
1026,Line,2020,Line,Pattern,red,25,67,78,15
1027,Line,2020,Line,Node-link,red,25,67,79,15
1028,Line,2020,Line,Node-link,red,25,67,80,15
1029,Line,2020,Line,Node-link,red,25,67,81,15
1030,Line,2020,Line,Pattern,red,25,67,82,15
1031,Line,2020,Line,Node-link,red,25,67,83,15
1032,Line,2020,Line,Grid,red,25,67,84,15
1033,Line,2020,Line,Line,green,25,67,85,15
1034,Line,2020,Line,Line,green,25,67,86,15
1035,Line,2020,Line,Line,green,25,67,87,15
1036,Line,2020,Line,Line,green,25,67,88,15
1037,Line,2020,Line,Line,green,25,67,89,15
1038,Line,2020,Line,Line,green,25,67,90,15
1039,Line,2020,Line,Line,green,25,67,91,15
1040,Line,2020,Line,Line,green,25,67,92,15
1041,Line,2020,Line,Line,green,25,67,68,16
1042,Line,2020,Line,Line,green,25,67,69,16
1043,Line,2020,Line,Line,green,25,67,70,16
1044,Line,2020,Line,Line,green,25,67,71,16
1045,Line,2020,Line,Line,green,25,67,72,16
1046,Line,2020,Line,Line,green,25,67,73,16
1047,Line,2020,Line,Line,green,25,67,74,16
1048,Line,2020,Line,Line,green,25,67,75,16
1049,Line,2020,Line,Line,green,25,67,76,16
1050,Line,2020,Line,Line,green,25,67,77,16
1051,Line,2020,Line,Line,green,25,67,78,16
1052,Line,2020,Line,Line,green,25,67,79,16
1053,Line,2020,Line,Line,green,25,67,80,16
1054,Line,2020,Line,Line,green,25,67,81,16
1055,Line,2020,Line,Line,green,25,67,82,16
1056,Line,2020,Line,Line,green,25,67,83,16
1057,Line,2020,Line,Line,green,25,67,84,16
1058,Line,2020,Line,Line,green,25,67,85,16
1059,Line,2020,Line,Line,green,25,67,86,16
1060,Line,2020,Line,Line,green,25,67,87,16
1061,Line,2020,Line,Line,green,25,67,88,16
1062,Line,2020,Line,Line,green,25,67,89,16
1063,Line,2020,Line,Line,green,25,67,90,16
1064,Line,2020,Line,Line,green,25,67,91,16
1065,Line,2020,Line,Line,green,25,67,92,16
1066,Line,2020,Line,Line,green,25,67,68,17
1067,Line,2020,Line,Line,green,25,67,69,17
1068,Line,2020,Line,Line,green,25,67,70,17
1069,Line,2020,Line,Line,green,25,67,71,17
1070,Line,2020,Line,Line,green,25,67,72,17
1071,Line,2020,Line,Line,green,25,67,73,17
1072,Line,2020,Line,Line,green,25,67,74,17
1073,Line,2020,Line,Line,green,25,67,75,17
1074,Line,2020,Line,Line,green,25,67,76,17
1075,Line,2020,Line,Line,green,25,67,77,17
1076,Line,2020,Line,Line,green,25,67,78,17
1077,Line,2020,Line,Line,green,25,67,79,17
1078,Line,2020,Line,Line,green,25,67,80,17
1079,Line,2020,Line,Line,green,25,67,81,17
1080,Line,2020,Line,Line,green,25,67,82,17
1081,Line,2020,Line,Line,green,25,67,83,17
1082,Line,2020,Line,Line,green,25,67,84,17
1083,Line,2020,Line,Line,green,25,67,85,17
1084,Line,2020,Line,Line,green,25,67,86,17
1085,Line,2020,Line,Line,green,25,67,87,17
1086,Line,2020,Line,Line,green,25,67,88,17
1087,Line,2020,Line,Line,green,25,67,89,17
1088,Line,2020,Line,Line,green,25,67,90,17
1089,Line,2020,Line,Line,green,25,67,91,17
1090,Line,2020,Line,Line,green,25,67,92,17
1091,Line,2020,Line,Line,green,25,67,68,18
1092,Line,2020,Line,Line,green,25,67,69,18
1093,Line,2020,Line,Line,green,25,67,70,18
1094,Line,2020,Line,Line,green,25,67,71,18
1095,Node-link,1990,Node-link,Surface/Volume,red,15,92,93,1
1096,Node-link,1990,Node-link,Node-link,green,15,92,94,1
1097,Node-link,1990,Node-link,Node-link,green,15,92,95,1
1098,Node-link,1990,Node-link,Node-link,green,15,92,96,1
1099,Node-link,1990,Node-link,Node-link,green,15,92,97,1
1100,Node-link,1990,Node-link,Node-link,green,15,92,98,1
1101,Node-link,1990,Node-link,Node-link,green,15,92,99,1
1102,Node-link,1990,Node-link,Node-link,green,15,92,100,1
1103,Node-link,1990,Node-link,Node-link,green,15,92,101,1
1104,Node-link,1990,Node-link,Node-link,green,15,92,102,1
1105,Node-link,1990,Node-link,Node-link,green,15,92,103,1
1106,Node-link,1990,Node-link,Node-link,green,15,92,104,1
1107,Node-link,1990,Node-link,Node-link,green,15,92,105,1
1108,Node-link,1990,Node-link,Node-link,green,15,92,106,1
1109,Node-link,1990,Node-link,Node-link,green,15,92,107,1
1110,Node-link,1995,Node-link,Node-link,green,15,92,93,2
1111,Node-link,1995,Node-link,Node-link,green,15,92,94,2
1112,Node-link,1995,Node-link,Node-link,green,15,92,95,2
1113,Node-link,1995,Node-link,Node-link,green,15,92,96,2
1114,Node-link,1995,Node-link,Node-link,green,15,92,97,2
1115,Node-link,1995,Node-link,Node-link,green,15,92,98,2
1116,Node-link,1995,Node-link,Node-link,green,15,92,99,2
1117,Node-link,1995,Node-link,Node-link,green,15,92,100,2
1118,Node-link,1995,Node-link,Node-link,green,15,92,101,2
1119,Node-link,1995,Node-link,Node-link,green,15,92,102,2
1120,Node-link,1995,Node-link,Node-link,green,15,92,103,2
1121,Node-link,1995,Node-link,Node-link,green,15,92,104,2
1122,Node-link,1995,Node-link,Node-link,green,15,92,105,2
1123,Node-link,1995,Node-link,Node-link,green,15,92,106,2
